device_name,date,time,temp,humid,soil,soil_temp,salt,bat,batcharge,wifi_ssid,Gn
30c6f71d7da4,2023-01-18,17:20,15.3,55.0,73.0,4095.938,126.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,17:25,15.1,54.0,72.0,4095.938,125.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,17:30,14.9,55.0,73.0,4095.938,125.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,17:35,14.7,56.0,74.0,4095.938,125.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,17:40,14.5,55.0,73.0,4095.938,124.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,17:46,14.3,55.0,73.0,4095.938,123.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,17:51,14.2,54.0,73.0,4095.938,123.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,17:56,14.1,56.0,72.0,4095.938,122.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:01,13.9,57.0,74.0,4095.938,122.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:07,13.8,54.0,73.0,4095.938,121.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:12,13.7,58.0,71.0,4095.938,121.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:17,13.5,55.0,73.0,4095.938,121.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:22,13.5,56.0,73.0,4095.938,121.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:27,13.4,54.0,73.0,4095.938,120.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:33,13.3,59.0,72.0,4095.938,120.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:38,13.2,58.0,73.0,4095.938,119.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:43,13.1,58.0,72.0,4095.938,120.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:48,13.0,59.0,73.0,4095.938,119.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:53,12.9,60.0,73.0,4095.938,119.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,18:59,12.9,58.0,72.0,4095.938,119.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:04,12.8,60.0,74.0,4095.938,118.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:09,12.6,61.0,72.0,4095.938,118.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:14,12.5,62.0,73.0,4095.938,118.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:20,12.5,62.0,73.0,4095.938,117.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:25,12.5,64.0,73.0,4095.938,117.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:30,12.4,63.0,73.0,4095.938,116.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:35,12.3,58.0,71.0,4095.938,117.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:40,12.3,63.0,73.0,4095.938,115.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:46,12.3,64.0,72.0,4095.938,116.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:51,12.1,65.0,73.0,4095.938,116.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,19:56,11.9,65.0,73.0,4095.938,115.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:01,11.9,64.0,73.0,4095.938,115.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:06,11.8,65.0,72.0,4095.938,115.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:12,11.7,66.0,71.0,4095.938,115.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:17,11.5,65.0,73.0,4095.938,114.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:22,11.5,64.0,72.0,4095.938,113.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:27,11.5,66.0,73.0,4095.938,114.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:32,11.5,67.0,73.0,4095.938,113.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:37,11.5,66.0,72.0,4095.938,114.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:43,11.5,66.0,73.0,4095.938,113.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:48,11.5,63.0,72.0,4095.938,113.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:53,11.5,66.0,72.0,4095.938,113.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,20:58,11.4,67.0,73.0,4095.938,112.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,21:03,11.3,66.0,73.0,4095.938,112.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,21:09,11.1,65.0,74.0,4095.938,112.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,21:14,11.0,66.0,73.0,4095.938,112.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,21:19,10.9,67.0,73.0,4095.938,113.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,21:24,10.9,66.0,73.0,4095.938,112.0,100.0,charging,Fly in the sky 2.4g,1
30c6f71d7da4,2023-01-18,21:29,10.8,68.0,73.0,4095.938,112.0,100.0,charging,Fly in the sky 2.4g,1
