device_name,date,time,temp,humid,soil,soil_temp,salt
4417938f3de8,22-12-2022,22:29,17.2,41,45,4095.938,0
4417938f3de8,22-12-2022,22:35,17.4,42,45,4095.938,0
4417938f3de8,22-12-2022,22:40,17.5,42,45,4095.938,0
4417938f3de8,22-12-2022,22:45,17.4,40,45,4095.938,0
4417938f3de8,22-12-2022,22:50,17.5,42,45,4095.938,0
4417938f3de8,22-12-2022,22:56,17.5,40,44,4095.938,0
4417938f3de8,22-12-2022,23:01,17.5,42,43,4095.938,0
4417938f3de8,22-12-2022,23:06,17.5,42,45,4095.938,0
4417938f3de8,22-12-2022,23:11,17.5,40,46,4095.938,0
4417938f3de8,22-12-2022,23:16,17.5,41,44,4095.938,0
4417938f3de8,22-12-2022,23:22,17.5,41,44,4095.938,0
4417938f3de8,22-12-2022,23:27,17.6,41,44,4095.938,0
4417938f3de8,22-12-2022,23:32,17.5,41,44,4095.938,0
4417938f3de8,22-12-2022,23:37,17.4,41,45,4095.938,0
4417938f3de8,22-12-2022,23:42,17.3,41,44,4095.938,0
4417938f3de8,22-12-2022,23:48,17.4,41,44,4095.938,0
4417938f3de8,22-12-2022,23:53,17.4,41,46,4095.938,0
4417938f3de8,22-12-2022,23:58,17.2,42,45,4095.938,0
4417938f3de8,23-12-2022,0:03,17.2,42,46,4095.938,0
4417938f3de8,23-12-2022,0:08,17.2,43,45,4095.938,0
4417938f3de8,23-12-2022,0:13,17.2,43,46,4095.938,0
4417938f3de8,23-12-2022,0:19,17.2,43,45,4095.938,0
4417938f3de8,23-12-2022,0:24,17,42,44,4095.938,0
4417938f3de8,23-12-2022,0:29,17,43,47,4095.938,0
4417938f3de8,23-12-2022,0:34,17,42,44,4095.938,0
4417938f3de8,23-12-2022,0:39,17,42,45,4095.938,0
4417938f3de8,23-12-2022,0:45,17,43,45,4095.938,0
4417938f3de8,23-12-2022,0:50,16.9,46,46,4095.938,0
4417938f3de8,23-12-2022,0:55,16.9,43,44,4095.938,0
4417938f3de8,23-12-2022,1:01,17,44,45,4095.938,0
4417938f3de8,23-12-2022,1:07,17.1,44,44,4095.938,0
4417938f3de8,23-12-2022,1:12,17.1,42,45,4095.938,0
4417938f3de8,23-12-2022,1:17,17,42,44,4095.938,0
4417938f3de8,23-12-2022,1:22,17,43,44,4095.938,0
4417938f3de8,23-12-2022,1:27,16.9,45,46,4095.938,0
4417938f3de8,23-12-2022,1:33,16.8,43,45,4095.938,0
4417938f3de8,23-12-2022,1:38,16.8,43,45,4095.938,0
4417938f3de8,23-12-2022,1:43,16.8,45,45,4095.938,0
4417938f3de8,23-12-2022,1:48,16.7,44,45,4095.938,0
4417938f3de8,23-12-2022,1:53,16.7,46,45,4095.938,0
4417938f3de8,23-12-2022,2:00,16.6,48,45,4095.938,0
4417938f3de8,23-12-2022,2:05,16.7,47,45,4095.938,0
4417938f3de8,23-12-2022,2:10,16.6,47,45,4095.938,0
4417938f3de8,23-12-2022,2:16,16.6,49,44,4095.938,0
4417938f3de8,23-12-2022,2:21,16.6,48,45,4095.938,0
4417938f3de8,23-12-2022,2:26,16.6,46,44,4095.938,0
4417938f3de8,23-12-2022,2:31,16.8,45,44,4095.938,0
4417938f3de8,23-12-2022,2:37,17,44,43,4095.938,0
4417938f3de8,23-12-2022,2:42,17.4,42,46,4095.938,0
4417938f3de8,23-12-2022,2:47,17.6,41,43,4095.938,0
4417938f3de8,23-12-2022,2:52,17.8,40,45,4095.938,0
4417938f3de8,23-12-2022,2:57,18,41,46,4095.938,0
4417938f3de8,23-12-2022,3:03,18,39,44,4095.938,0
4417938f3de8,23-12-2022,3:08,18.1,39,46,4095.938,0
4417938f3de8,23-12-2022,3:13,18.2,40,43,4095.938,0
4417938f3de8,23-12-2022,3:18,18.2,38,44,4095.938,0
4417938f3de8,23-12-2022,3:23,18.4,37,46,4095.938,0
4417938f3de8,23-12-2022,3:28,18.4,36,43,4095.938,0
4417938f3de8,23-12-2022,3:34,18.6,35,45,4095.938,0
4417938f3de8,23-12-2022,3:45,19.2,33,45,4095.938,0
4417938f3de8,23-12-2022,3:51,19,33,45,4095.938,0
4417938f3de8,23-12-2022,3:56,18.8,33,44,4095.938,0
4417938f3de8,23-12-2022,4:01,18.9,33,44,4095.938,0
4417938f3de8,23-12-2022,4:06,18.8,33,44,4095.938,0
4417938f3de8,23-12-2022,4:11,19,32,45,4095.938,0
4417938f3de8,23-12-2022,4:17,19,32,46,4095.938,0
4417938f3de8,23-12-2022,4:22,19,32,43,4095.938,0
4417938f3de8,23-12-2022,4:27,19.1,31,43,4095.938,0
4417938f3de8,23-12-2022,4:32,19,31,44,4095.938,0
4417938f3de8,23-12-2022,4:37,18.9,31,44,4095.938,0
4417938f3de8,23-12-2022,4:42,18.9,31,44,4095.938,0
4417938f3de8,23-12-2022,4:48,18.8,31,45,4095.938,0
4417938f3de8,23-12-2022,4:53,18.7,33,44,4095.938,0
4417938f3de8,23-12-2022,4:58,18.5,32,44,4095.938,0
4417938f3de8,23-12-2022,5:03,18.5,33,43,4095.938,0
4417938f3de8,23-12-2022,5:09,18.4,33,44,4095.938,0
4417938f3de8,23-12-2022,5:14,18.3,33,44,4095.938,0
4417938f3de8,23-12-2022,5:19,18.3,33,44,4095.938,0
4417938f3de8,23-12-2022,5:24,18.3,32,43,4095.938,0
4417938f3de8,23-12-2022,5:29,18.4,32,45,4095.938,0
4417938f3de8,23-12-2022,5:34,18.5,31,44,4095.938,0
4417938f3de8,23-12-2022,5:40,18.6,31,44,4095.938,0
4417938f3de8,23-12-2022,5:45,18.7,30,43,4095.938,0
4417938f3de8,23-12-2022,5:50,18.7,31,43,4095.938,0
4417938f3de8,23-12-2022,5:55,18.7,31,44,4095.938,0
4417938f3de8,23-12-2022,6:00,18.7,31,43,4095.938,0
4417938f3de8,23-12-2022,6:06,18.7,30,44,4095.938,0
4417938f3de8,23-12-2022,6:11,18.7,30,44,4095.938,0
4417938f3de8,23-12-2022,6:16,18.8,30,41,4095.938,0
4417938f3de8,23-12-2022,6:21,18.8,30,43,4095.938,0
4417938f3de8,23-12-2022,6:26,18.8,30,44,4095.938,0
4417938f3de8,23-12-2022,6:31,18.9,29,43,4095.938,0
4417938f3de8,23-12-2022,6:37,18.9,29,43,4095.938,0
4417938f3de8,23-12-2022,6:42,19,30,43,4095.938,0
4417938f3de8,23-12-2022,6:47,18.9,29,43,4095.938,0
4417938f3de8,23-12-2022,6:52,18.8,29,42,4095.938,0
4417938f3de8,23-12-2022,6:57,18.9,29,43,4095.938,0
4417938f3de8,23-12-2022,7:03,18.9,29,42,4095.938,0
4417938f3de8,23-12-2022,7:08,19.1,29,43,4095.938,0
4417938f3de8,23-12-2022,7:13,19.1,28,43,4095.938,0
4417938f3de8,23-12-2022,7:18,19.2,28,44,4095.938,0
4417938f3de8,23-12-2022,7:23,19.2,28,44,4095.938,0
4417938f3de8,23-12-2022,7:28,19.2,28,43,4095.938,0
4417938f3de8,23-12-2022,7:34,19.1,35,44,4095.938,0
4417938f3de8,23-12-2022,7:39,18.5,33,43,4095.938,0
4417938f3de8,23-12-2022,7:44,18.3,35,43,4095.938,0
4417938f3de8,23-12-2022,7:50,18.5,32,43,4095.938,0
4417938f3de8,23-12-2022,7:55,18.9,30,43,4095.938,0
4417938f3de8,23-12-2022,8:00,18.9,31,43,4095.938,0
4417938f3de8,23-12-2022,8:06,19,29,42,4095.938,0
4417938f3de8,23-12-2022,8:11,19.1,29,44,4095.938,0
4417938f3de8,23-12-2022,8:16,19.1,30,44,4095.938,0
4417938f3de8,23-12-2022,8:21,18.9,29,44,4095.938,0
4417938f3de8,23-12-2022,8:26,18.8,30,43,4095.938,0
4417938f3de8,23-12-2022,8:38,19.1,30,44,4095.938,0
4417938f3de8,23-12-2022,8:43,18.8,31,43,4095.938,0
4417938f3de8,23-12-2022,8:50,18.6,31,43,4095.938,0
4417938f3de8,23-12-2022,8:55,18.8,30,43,4095.938,0
4417938f3de8,23-12-2022,9:01,18.7,30,43,4095.938,0
4417938f3de8,23-12-2022,9:06,18.7,30,43,4095.938,0
4417938f3de8,23-12-2022,9:11,18.7,30,43,4095.938,0
4417938f3de8,23-12-2022,9:16,18.8,29,43,4095.938,0
4417938f3de8,23-12-2022,9:21,18.9,30,42,4095.938,0
4417938f3de8,23-12-2022,9:27,19,29,44,4095.938,0
4417938f3de8,23-12-2022,9:32,19,29,44,4095.938,0
4417938f3de8,23-12-2022,9:37,19,30,42,4095.938,0
4417938f3de8,23-12-2022,9:42,19,31,42,4095.938,0
4417938f3de8,23-12-2022,9:48,19,30,41,4095.938,0
4417938f3de8,23-12-2022,9:53,19.1,30,42,4095.938,0
4417938f3de8,23-12-2022,9:58,19.2,29,42,4095.938,0
4417938f3de8,23-12-2022,10:03,19.3,29,41,4095.938,0
4417938f3de8,23-12-2022,10:08,19.4,28,44,4095.938,0
4417938f3de8,23-12-2022,10:14,19.4,28,41,4095.938,0
4417938f3de8,23-12-2022,10:19,19.4,29,41,4095.938,0
4417938f3de8,23-12-2022,10:24,19.2,38,42,4095.938,0
4417938f3de8,23-12-2022,10:29,18.7,43,41,4095.938,0
4417938f3de8,23-12-2022,10:34,18.8,46,40,4095.938,0
4417938f3de8,23-12-2022,10:40,18.9,46,41,4095.938,0
4417938f3de8,23-12-2022,10:45,18.9,44,41,4095.938,0
4417938f3de8,23-12-2022,10:50,19,44,43,4095.938,0
4417938f3de8,23-12-2022,10:55,19.2,43,42,4095.938,0
4417938f3de8,23-12-2022,11:01,19.2,43,41,4095.938,0
4417938f3de8,23-12-2022,11:06,19,44,42,4095.938,0
4417938f3de8,23-12-2022,11:11,18.8,45,42,4095.938,0
4417938f3de8,23-12-2022,11:16,18.9,45,43,4095.938,0
4417938f3de8,23-12-2022,11:21,19,45,42,4095.938,0
4417938f3de8,23-12-2022,11:27,19.2,45,42,4095.938,0
4417938f3de8,23-12-2022,11:38,20.9,39,42,4095.938,0
4417938f3de8,23-12-2022,11:50,21,37,43,4095.938,0
4417938f3de8,23-12-2022,11:56,20.5,36,42,4095.938,0
4417938f3de8,23-12-2022,12:01,20,37,41,4095.938,0
4417938f3de8,23-12-2022,12:13,20.3,39,41,4095.938,0
4417938f3de8,23-12-2022,12:18,20.4,37,42,4095.938,0
4417938f3de8,23-12-2022,12:23,20.1,37,42,4095.938,0
4417938f3de8,23-12-2022,12:28,20,36,41,4095.938,0
4417938f3de8,23-12-2022,12:33,20,37,41,4095.938,0
4417938f3de8,23-12-2022,12:39,20,36,46,4095.938,0
4417938f3de8,23-12-2022,12:50,20.7,37,40,4095.938,0
4417938f3de8,23-12-2022,13:02,20.7,36,41,4095.938,0
4417938f3de8,23-12-2022,13:08,20.6,35,41,4095.938,0
4417938f3de8,23-12-2022,13:13,20.6,35,42,4095.938,0
4417938f3de8,23-12-2022,13:18,20.6,35,42,4095.938,0
4417938f3de8,23-12-2022,13:23,20.7,34,43,4095.938,0
4417938f3de8,23-12-2022,13:28,21,35,48,4095.938,0
4417938f3de8,23-12-2022,13:33,21.1,35,40,4095.938,0
4417938f3de8,23-12-2022,13:39,21.1,36,41,4095.938,0
4417938f3de8,23-12-2022,13:44,21.1,36,42,4095.938,0
4417938f3de8,23-12-2022,13:49,21.2,38,41,4095.938,0
4417938f3de8,23-12-2022,13:54,21,37,43,4095.938,0
4417938f3de8,23-12-2022,13:59,21,37,40,4095.938,0
4417938f3de8,23-12-2022,14:05,20.8,38,41,4095.938,0
4417938f3de8,23-12-2022,14:10,20.7,39,42,4095.938,0
4417938f3de8,23-12-2022,14:15,20.7,38,42,4095.938,0
4417938f3de8,23-12-2022,14:20,20.7,38,42,4095.938,0
4417938f3de8,23-12-2022,14:25,21.1,38,42,4095.938,0
4417938f3de8,23-12-2022,14:30,21.4,38,41,4095.938,0
4417938f3de8,23-12-2022,14:36,21.5,39,43,4095.938,0
4417938f3de8,23-12-2022,14:41,21.7,38,41,4095.938,0
4417938f3de8,23-12-2022,14:46,21.8,39,41,4095.938,0
4417938f3de8,23-12-2022,14:51,21.7,40,42,4095.938,0
4417938f3de8,23-12-2022,14:56,21.8,42,43,4095.938,0
4417938f3de8,23-12-2022,15:01,22,43,42,4095.938,0
4417938f3de8,23-12-2022,15:07,22.7,42,41,4095.938,0
4417938f3de8,23-12-2022,15:12,22.8,42,39,4095.938,0
4417938f3de8,23-12-2022,15:17,22.5,42,41,4095.938,0
4417938f3de8,23-12-2022,15:22,22,43,42,4095.938,0
4417938f3de8,23-12-2022,15:27,21.7,43,42,4095.938,0
4417938f3de8,23-12-2022,15:33,21.2,50,41,4095.938,0
4417938f3de8,23-12-2022,15:38,19.8,64,43,4095.938,0
4417938f3de8,23-12-2022,15:43,18.2,71,45,4095.938,0
4417938f3de8,23-12-2022,15:48,18,71,48,4095.938,0
4417938f3de8,23-12-2022,15:53,18.2,69,45,4095.938,0
4417938f3de8,23-12-2022,15:58,18.4,67,44,4095.938,0
4417938f3de8,23-12-2022,16:04,18.5,63,45,4095.938,0
4417938f3de8,23-12-2022,16:09,18.4,64,45,4095.938,0
4417938f3de8,23-12-2022,16:14,16.8,78,50,4095.938,0
4417938f3de8,23-12-2022,16:19,15.6,87,61,4095.938,0
4417938f3de8,23-12-2022,16:31,15.6,87,73,4095.938,0
4417938f3de8,23-12-2022,16:36,15.7,87,63,4095.938,0
4417938f3de8,23-12-2022,16:41,15.6,86,62,4095.938,0
4417938f3de8,23-12-2022,16:47,15.7,86,63,4095.938,0
4417938f3de8,23-12-2022,16:52,15.8,85,61,4095.938,0
4417938f3de8,23-12-2022,16:57,15.9,84,61,4095.938,0
4417938f3de8,23-12-2022,17:02,16,83,66,4095.938,0
4417938f3de8,23-12-2022,17:07,16.1,84,63,4095.938,0
4417938f3de8,23-12-2022,17:12,16.2,83,61,4095.938,0
4417938f3de8,23-12-2022,17:18,16.2,82,59,4095.938,0
4417938f3de8,23-12-2022,17:23,16.3,83,64,4095.938,0
4417938f3de8,23-12-2022,17:28,16.4,83,60,4095.938,0
4417938f3de8,23-12-2022,17:33,16.4,83,60,4095.938,0
4417938f3de8,23-12-2022,17:38,16.4,83,64,4095.938,0
4417938f3de8,23-12-2022,17:44,16.5,83,60,4095.938,0
4417938f3de8,23-12-2022,17:49,16.5,84,62,4095.938,0
4417938f3de8,23-12-2022,17:54,16.5,83,63,4095.938,0
4417938f3de8,23-12-2022,17:59,16.5,83,65,4095.938,0
4417938f3de8,23-12-2022,18:04,16.5,84,61,4095.938,0
4417938f3de8,23-12-2022,18:10,16.4,84,61,4095.938,0
4417938f3de8,23-12-2022,18:15,16.4,84,60,4095.938,0
4417938f3de8,23-12-2022,18:20,16.4,83,61,4095.938,0
4417938f3de8,23-12-2022,18:25,16.4,84,62,4095.938,0
4417938f3de8,23-12-2022,18:30,16.4,84,63,4095.938,0
4417938f3de8,23-12-2022,18:35,16.4,84,65,4095.938,0
4417938f3de8,23-12-2022,18:41,16.4,83,62,4095.938,0
4417938f3de8,23-12-2022,18:46,16.4,83,63,4095.938,0
4417938f3de8,23-12-2022,18:51,16.4,83,65,4095.938,0
4417938f3de8,23-12-2022,18:56,16.4,82,65,4095.938,0
4417938f3de8,23-12-2022,19:01,16.4,82,63,4095.938,0
4417938f3de8,23-12-2022,19:07,16.4,82,65,4095.938,0
4417938f3de8,23-12-2022,19:12,16.2,82,63,4095.938,0
4417938f3de8,23-12-2022,19:17,16.1,82,68,4095.938,0
4417938f3de8,23-12-2022,19:22,16,82,69,4095.938,0
4417938f3de8,23-12-2022,19:27,16,81,69,4095.938,0
4417938f3de8,23-12-2022,19:32,16,80,69,4095.938,0
4417938f3de8,23-12-2022,19:38,16,80,66,4095.938,0
4417938f3de8,23-12-2022,19:43,15.9,79,67,4095.938,0
4417938f3de8,23-12-2022,19:48,15.8,79,68,4095.938,0
4417938f3de8,23-12-2022,19:53,15.8,79,70,4095.938,0
4417938f3de8,23-12-2022,19:58,15.8,79,67,4095.938,0
4417938f3de8,23-12-2022,20:04,15.8,78,67,4095.938,0
4417938f3de8,23-12-2022,20:09,15.7,78,67,4095.938,0
4417938f3de8,23-12-2022,20:14,15.6,79,66,4095.938,0
4417938f3de8,23-12-2022,20:19,15.6,78,65,4095.938,0
4417938f3de8,23-12-2022,20:24,15.6,78,69,4095.938,0
4417938f3de8,23-12-2022,20:29,15.5,78,70,4095.938,0
4417938f3de8,23-12-2022,20:35,15.5,78,66,4095.938,0
4417938f3de8,23-12-2022,20:40,15.4,77,69,4095.938,0
4417938f3de8,23-12-2022,20:45,15.4,78,71,4095.938,0
4417938f3de8,23-12-2022,20:50,15.3,79,71,4095.938,0
4417938f3de8,23-12-2022,20:55,15.3,79,70,4095.938,0
4417938f3de8,23-12-2022,21:00,15.2,79,70,4095.938,0
4417938f3de8,23-12-2022,21:06,15.1,79,70,4095.938,0
4417938f3de8,23-12-2022,21:11,15,80,69,4095.938,0
4417938f3de8,23-12-2022,21:16,15,80,70,4095.938,0
4417938f3de8,23-12-2022,21:21,15,81,66,4095.938,0
4417938f3de8,23-12-2022,21:26,15,82,70,4095.938,0
4417938f3de8,23-12-2022,21:32,15,83,69,4095.938,0
4417938f3de8,23-12-2022,21:37,15,83,72,4095.938,0
4417938f3de8,23-12-2022,21:42,14.9,83,71,4095.938,0
4417938f3de8,23-12-2022,21:47,14.8,84,68,4095.938,0
4417938f3de8,23-12-2022,21:52,14.6,84,70,4095.938,0
4417938f3de8,23-12-2022,21:57,14.7,84,71,4095.938,0
4417938f3de8,23-12-2022,22:03,14.8,84,72,4095.938,0
4417938f3de8,23-12-2022,22:08,14.8,83,71,4095.938,0
4417938f3de8,23-12-2022,22:13,14.7,83,71,4095.938,0
4417938f3de8,23-12-2022,22:18,14.6,85,72,4095.938,0
4417938f3de8,23-12-2022,22:23,14.6,84,77,4095.938,0
4417938f3de8,23-12-2022,22:28,14.4,84,73,4095.938,0
4417938f3de8,23-12-2022,22:34,14.4,84,73,4095.938,0
4417938f3de8,23-12-2022,22:39,14.1,86,71,4095.938,0
4417938f3de8,23-12-2022,22:44,14.1,85,72,4095.938,0
4417938f3de8,23-12-2022,22:49,14.1,85,72,4095.938,0
4417938f3de8,23-12-2022,22:54,13.9,85,72,4095.938,0
4417938f3de8,23-12-2022,23:00,14,83,73,4095.938,0
4417938f3de8,23-12-2022,23:05,14,83,73,4095.938,0
4417938f3de8,23-12-2022,23:10,14,82,73,4095.938,0
4417938f3de8,23-12-2022,23:15,14.1,82,72,4095.938,0
4417938f3de8,23-12-2022,23:20,14.1,82,73,4095.938,0
4417938f3de8,23-12-2022,23:26,14,83,75,4095.938,0
4417938f3de8,23-12-2022,23:31,14.1,82,74,4095.938,0
4417938f3de8,23-12-2022,23:36,14,82,74,4095.938,0
4417938f3de8,23-12-2022,23:41,14,81,75,4095.938,0
4417938f3de8,23-12-2022,23:46,14,79,75,4095.938,0
4417938f3de8,23-12-2022,23:51,13.9,78,74,4095.938,0
4417938f3de8,23-12-2022,23:57,13.8,76,79,4095.938,0
4417938f3de8,24-12-2022,0:02,13.8,75,76,4095.938,0
4417938f3de8,24-12-2022,0:07,13.8,75,75,4095.938,0
4417938f3de8,24-12-2022,0:12,13.7,75,76,4095.938,0
4417938f3de8,24-12-2022,0:17,13.7,74,78,4095.938,0
4417938f3de8,24-12-2022,0:23,13.6,75,78,4095.938,0
4417938f3de8,24-12-2022,0:28,13.5,75,79,4095.938,0
4417938f3de8,24-12-2022,0:33,13.5,75,80,4095.938,0
4417938f3de8,24-12-2022,0:38,13.3,74,79,4095.938,0
4417938f3de8,24-12-2022,0:43,13.3,76,79,4095.938,0
4417938f3de8,24-12-2022,0:49,13.4,75,81,4095.938,0
4417938f3de8,24-12-2022,0:54,13.2,75,82,4095.938,0
4417938f3de8,24-12-2022,0:59,13.1,75,81,4095.938,0
4417938f3de8,24-12-2022,1:04,13.1,76,80,4095.938,0
4417938f3de8,24-12-2022,1:09,13.1,76,87,4095.938,0
4417938f3de8,24-12-2022,15:50,23.5,30,67,4095.938,0
4417938f3de8,24-12-2022,15:55,20.7,33,68,4095.938,1
4417938f3de8,24-12-2022,16:00,19.7,39,155,4095.938,390
4417938f3de8,24-12-2022,16:05,20.3,91,109,4095.938,3146
4417938f3de8,24-12-2022,16:17,21.1,97,95,4095.938,3213
4417938f3de8,24-12-2022,16:18,-51,96,96,4095.938,3175
4417938f3de8,24-12-2022,16:54,19.2,96,117,4095.938,3732
4417938f3de8,24-12-2022,16:59,-51,97,115,4095.938,3563
4417938f3de8,24-12-2022,17:05,19.8,97,113,4095.938,3562
4417938f3de8,24-12-2022,17:10,19.4,97,110,4095.938,3612
4417938f3de8,24-12-2022,17:15,19.2,97,106,4095.938,3590
4417938f3de8,24-12-2022,17:20,18.6,97,96,4095.938,1207
4417938f3de8,24-12-2022,17:32,-51,97,93,4095.938,3743
4417938f3de8,24-12-2022,17:37,18.8,97,100,4095.938,3863
4417938f3de8,24-12-2022,17:42,18.3,98,100,4095.938,3913
4417938f3de8,24-12-2022,17:48,-51,98,100,4095.938,4003
4417938f3de8,24-12-2022,17:53,17.9,98,84,4095.938,3951
4417938f3de8,24-12-2022,17:58,17.6,99,82,4095.938,3954
4417938f3de8,24-12-2022,18:03,16.9,99,77,4095.938,4031
4417938f3de8,24-12-2022,18:08,16.7,99,83,4095.938,4060
4417938f3de8,24-12-2022,18:14,16.3,99,88,4095.938,4084
4417938f3de8,24-12-2022,18:19,15.9,99,84,4095.938,4021
4417938f3de8,24-12-2022,18:24,15.8,99,84,4095.938,4020
4417938f3de8,24-12-2022,18:29,15.6,99,70,4095.938,4063
4417938f3de8,24-12-2022,18:35,15.8,99,80,4095.938,4094
4417938f3de8,24-12-2022,18:40,15.8,99,85,4095.938,4081
4417938f3de8,24-12-2022,18:45,15.8,99,83,4095.938,4085
4417938f3de8,24-12-2022,18:50,-51,99,82,4095.938,3974
4417938f3de8,24-12-2022,18:55,16.9,99,81,4095.938,470
4417938f3de8,24-12-2022,19:00,16.7,99,89,4095.938,712
4417938f3de8,24-12-2022,19:06,16.2,99,98,4095.938,865
4417938f3de8,24-12-2022,19:11,15.8,99,88,4095.938,679
4417938f3de8,24-12-2022,19:16,,,151,0,348
4417938f3de8,24-12-2022,19:21,15.6,99,100,4095.938,753
4417938f3de8,24-12-2022,19:27,15.6,99,105,4095.938,664
4417938f3de8,24-12-2022,19:32,15.4,99,102,4095.938,786
4417938f3de8,24-12-2022,19:37,,,152,0,297
4417938f3de8,24-12-2022,19:42,15.3,99,103,4095.938,751
